,name,price,stars,reviews,url
0,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","₹10,999",4.4,"1,10,102 Ratings & 6,336 Reviews",https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-64-gb/p/itmeadfda1bd23fa?pid=MOBGENJWF4KJTPEN&lid=LSTMOBGENJWF4KJTPENS2XJXA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGENJWF4KJTPEN.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
1,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","₹10,999",4.4,"1,10,102 Ratings & 6,336 Reviews",https://www.flipkart.com/samsung-galaxy-f13-sunrise-copper-64-gb/p/itm0d8c65ec17621?pid=MOBGENJWWRYSFC5P&lid=LSTMOBGENJWWRYSFC5PYXUAZH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGENJWWRYSFC5P.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
2,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","₹10,999",4.4,"1,10,102 Ratings & 6,336 Reviews",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-64-gb/p/itm583ef432b2b0c?pid=MOBGENJWBPFYJSFT&lid=LSTMOBGENJWBPFYJSFTP8FGOC&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGENJWBPFYJSFT.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
3,"APPLE iPhone 14 (Midnight, 128 GB)","₹66,999",4.7,"2,663 Ratings & 114 Reviews",https://www.flipkart.com/apple-iphone-14-midnight-128-gb/p/itm9e6293c322a84?pid=MOBGHWFHECFVMDCX&lid=LSTMOBGHWFHECFVMDCXBOYSND&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGHWFHECFVMDCX.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
4,"APPLE iPhone 14 (Blue, 128 GB)","₹66,999",4.7,"2,663 Ratings & 114 Reviews",https://www.flipkart.com/apple-iphone-14-blue-128-gb/p/itmdb77f40da6b6d?pid=MOBGHWFHSV7GUFWA&lid=LSTMOBGHWFHSV7GUFWA3AV8J8&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGHWFHSV7GUFWA.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
5,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)","₹11,999",4.4,"1,10,102 Ratings & 6,336 Reviews",https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-128-gb/p/itma7ed2982bc08f?pid=MOBGENJW6YHHQDYU&lid=LSTMOBGENJW6YHHQDYUXELNQ3&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGENJW6YHHQDYU.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
6,"REDMI 9i Sport (Carbon Black, 64 GB)","₹7,199",4.3,"2,15,469 Ratings & 12,210 Reviews",https://www.flipkart.com/redmi-9i-sport-carbon-black-64-gb/p/itm4559197007bd1?pid=MOBG6WQWRGRRDBH6&lid=LSTMOBG6WQWRGRRDBH6GYTMM1&marketplace=FLIPKART&q=phones&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBG6WQWRGRRDBH6.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
7,"REDMI 10 (Caribbean Green, 64 GB)","₹8,999",4.3,"1,69,035 Ratings & 10,972 Reviews",https://www.flipkart.com/redmi-10-caribbean-green-64-gb/p/itmbfb8dfcdd6e10?pid=MOBGC9GYQGGKWEU3&lid=LSTMOBGC9GYQGGKWEU3QIYEXM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGC9GYQGGKWEU3.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
8,"REDMI 10 (Pacific Blue, 64 GB)","₹8,999",4.3,"1,69,035 Ratings & 10,972 Reviews",https://www.flipkart.com/redmi-10-pacific-blue-64-gb/p/itm0f2a6a2112b75?pid=MOBGC9GYCHQZK9GW&lid=LSTMOBGC9GYCHQZK9GW8N0WII&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGC9GYCHQZK9GW.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
9,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","₹11,999",4.4,"1,10,102 Ratings & 6,336 Reviews",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5BQGZZW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
10,"POCO C31 (Royal Blue, 64 GB)","₹7,499",4.3,"1,86,867 Ratings & 11,274 Reviews",https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPR5ICMK&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBG73E7GKQK4KZP.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
11,"POCO M4 Pro 5G (Cool Blue, 64 GB)","₹11,999",4.3,"34,583 Ratings & 3,078 Reviews",https://www.flipkart.com/poco-m4-pro-5g-cool-blue-64-gb/p/itm827b338897bfe?pid=MOBGBEU7YYZGFMYB&lid=LSTMOBGBEU7YYZGFMYBKLZWIN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGBEU7YYZGFMYB.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
12,"POCO M4 Pro (Cool Blue, 64 GB)","₹10,999",4.3,"1,32,968 Ratings & 12,158 Reviews",https://www.flipkart.com/poco-m4-pro-cool-blue-64-gb/p/itmeded809cd6117?pid=MOBGBTHFRAUEZX6G&lid=LSTMOBGBTHFRAUEZX6GTYEYVK&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGBTHFRAUEZX6G.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
13,"APPLE iPhone 11 (Black, 64 GB)","₹37,999",4.6,"1,77,909 Ratings & 10,560 Reviews",https://www.flipkart.com/apple-iphone-11-black-64-gb/p/itm4e5041ba101fd?pid=MOBFWQ6BXGJCEYNY&lid=LSTMOBFWQ6BXGJCEYNYZXSHRJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBFWQ6BXGJCEYNY.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
14,"POCO M4 Pro (Yellow, 128 GB)","₹11,999",4.3,"1,32,968 Ratings & 12,158 Reviews",https://www.flipkart.com/poco-m4-pro-yellow-128-gb/p/itm675edffaf085d?pid=MOBGBTHFCY9DADTY&lid=LSTMOBGBTHFCY9DADTYRTYP22&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGBTHFCY9DADTY.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
15,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹14,499",4.5,"76,537 Ratings & 5,550 Reviews",https://www.flipkart.com/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVZN29ZJF4&lid=LSTMOBGDRHVZN29ZJF4WEHAX7&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGDRHVZN29ZJF4.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
16,"vivo T1 44W (Starry Sky, 128 GB)","₹14,499",4.5,"76,537 Ratings & 5,550 Reviews",https://www.flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVHNBBBBP5&lid=LSTMOBGDRHVHNBBBBP5PVEEZV&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGDRHVHNBBBBP5.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
17,"REDMI 10 (Midnight Black, 64 GB)","₹8,999",4.3,"1,69,035 Ratings & 10,972 Reviews",https://www.flipkart.com/redmi-10-midnight-black-64-gb/p/itmda6cb2a1a1797?pid=MOBGC9GYEBH3GZ4E&lid=LSTMOBGC9GYEBH3GZ4ESWAKTT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGC9GYEBH3GZ4E.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
18,"POCO C31 (Shadow Gray, 64 GB)","₹7,499",4.3,"1,86,867 Ratings & 11,274 Reviews",https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHSM0ZN5&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBG73E7UBFXXMCH.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
19,"POCO M4 Pro 5G (Cool Blue, 128 GB)","₹13,999",4.2,"42,623 Ratings & 3,811 Reviews",https://www.flipkart.com/poco-m4-pro-5g-cool-blue-128-gb/p/itm509e4403d0303?pid=MOBGBEU7GKRSHG5M&lid=LSTMOBGBEU7GKRSHG5MWVOWEV&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGBEU7GKRSHG5M.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
20,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹15,999",4.4,"44,417 Ratings & 3,409 Reviews",https://www.flipkart.com/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVXFVCGS23&lid=LSTMOBGDRHVXFVCGS23BNMEFR&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGDRHVXFVCGS23.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
21,"APPLE iPhone 14 (Starlight, 128 GB)","₹67,999",4.7,"2,663 Ratings & 114 Reviews",https://www.flipkart.com/apple-iphone-14-starlight-128-gb/p/itm3485a56f6e676?pid=MOBGHWFHABH3G73H&lid=LSTMOBGHWFHABH3G73HRLIX56&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGHWFHABH3G73H.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
22,"POCO M4 Pro (Cool Blue, 128 GB)","₹11,999",4.3,"1,32,968 Ratings & 12,158 Reviews",https://www.flipkart.com/poco-m4-pro-cool-blue-128-gb/p/itm98e13f0c82b82?pid=MOBGBTHFBKGG6AVB&lid=LSTMOBGBTHFBKGG6AVBZXCSFJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBGBTHFBKGG6AVB.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
23,"MOTOROLA e40 (Carbon Gray, 64 GB)","₹7,999",4.1,"58,836 Ratings & 5,787 Reviews",https://www.flipkart.com/motorola-e40-carbon-gray-64-gb/p/itm0ca635007c9e2?pid=MOBG2EMWUMUFGSZE&lid=LSTMOBG2EMWUMUFGSZEJNGZMU&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=e957f45e-e458-4e91-9ae3-c43108f0111d.MOBG2EMWUMUFGSZE.SEARCH&ppt=None&ppn=None&ssid=k3lofpiafk0000001674027053686&qH=28388ea49f54c5b8
